name,company,year,Price,kms_driven,fuel_type
Toyota Glanza,Toyota,Glanza,2008,128209,CNG,Manual,730112
Volkswagen Polo,Volkswagen,Polo,2013,152299,Petrol,Automatic,800088
Honda Amaze,Honda,Amaze,2019,95303,CNG,Automatic,346218
Kia Sonet,Kia,Sonet,2018,19686,Diesel,Manual,1034362
Toyota Fortuner,Toyota,Fortuner,2007,190255,Petrol,Automatic,110302
Renault Kwid,Renault,Kwid,2021,35210,Diesel,Manual,319439
Maruti Alto,Maruti,Alto,2005,130744,CNG,Manual,948171
Mahindra Scorpio,Mahindra,Scorpio,2009,5541,CNG,Automatic,566941
Volkswagen Vento,Volkswagen,Vento,2008,182768,Diesel,Automatic,452926
Ford EcoSport,Ford,EcoSport,2022,54936,Diesel,Manual,892419
Tata Altroz,Tata,Altroz,2017,32806,Diesel,Automatic,1230130
Honda Jazz,Honda,Jazz,2013,138044,Petrol,Manual,503186
Ford EcoSport,Ford,EcoSport,2009,60782,CNG,Automatic,525745
Honda City,Honda,City,2021,170812,Diesel,Automatic,504875
Ford Endeavour,Ford,Endeavour,2010,116045,Diesel,Manual,1085618
Tata Altroz,Tata,Altroz,2011,192790,Petrol,Automatic,265922
Toyota Fortuner,Toyota,Fortuner,2009,168039,Diesel,Manual,329221
Volkswagen Polo,Volkswagen,Polo,2015,134598,Petrol,Automatic,1072908
Toyota Fortuner,Toyota,Fortuner,2008,181618,Petrol,Automatic,182739
Mahindra Scorpio,Mahindra,Scorpio,2006,92380,CNG,Automatic,50000
Maruti Alto,Maruti,Alto,2014,59612,Diesel,Manual,411383
Volkswagen Vento,Volkswagen,Vento,2013,65035,Petrol,Automatic,153423
Ford Endeavour,Ford,Endeavour,2011,55526,Diesel,Manual,553678
Tata Tiago,Tata,Tiago,2009,121205,Petrol,Manual,821476
Hyundai i20,Hyundai,i20,2019,199899,CNG,Automatic,572802
Tata Tiago,Tata,Tiago,2009,89727,CNG,Automatic,447968
Honda Jazz,Honda,Jazz,2005,59604,CNG,Automatic,241061
Maruti Dzire,Maruti,Dzire,2005,160433,Diesel,Manual,263097
Renault Kwid,Renault,Kwid,2014,183921,CNG,Manual,1197270
Honda Amaze,Honda,Amaze,2008,30622,Diesel,Automatic,356083
Kia Seltos,Kia,Seltos,2016,60852,Diesel,Manual,928372
Ford EcoSport,Ford,EcoSport,2017,112444,CNG,Manual,1098536
Tata Harrier,Tata,Harrier,2010,140282,Diesel,Manual,271725
Honda City,Honda,City,2011,126239,Diesel,Manual,491925
Tata Tiago,Tata,Tiago,2017,35216,Petrol,Manual,257304
Ford EcoSport,Ford,EcoSport,2018,72647,Diesel,Automatic,1233093
Kia Seltos,Kia,Seltos,2008,48173,Diesel,Automatic,1037226
Honda Jazz,Honda,Jazz,2015,5596,Diesel,Manual,188113
Honda Amaze,Honda,Amaze,2010,130326,CNG,Manual,1114718
Maruti Baleno,Maruti,Baleno,2022,77517,Diesel,Automatic,1072130
Mahindra XUV300,Mahindra,XUV300,2007,12775,CNG,Manual,689539
Ford EcoSport,Ford,EcoSport,2008,20512,Diesel,Manual,593884
Toyota Innova,Toyota,Innova,2005,55611,CNG,Manual,70287
Tata Tiago,Tata,Tiago,2007,109158,Diesel,Manual,396387
Honda Amaze,Honda,Amaze,2008,160484,Petrol,Manual,189063
Hyundai Verna,Hyundai,Verna,2015,40307,CNG,Manual,122788
Kia Seltos,Kia,Seltos,2012,174433,Petrol,Automatic,50000
Ford EcoSport,Ford,EcoSport,2006,12600,Diesel,Manual,1187131
Hyundai Verna,Hyundai,Verna,2016,61870,Diesel,Automatic,1166848
Kia Sonet,Kia,Sonet,2020,117764,CNG,Automatic,1155730
Renault Kwid,Renault,Kwid,2021,73806,Petrol,Automatic,1054807
Mahindra XUV500,Mahindra,XUV500,2012,175449,Diesel,Manual,808059
Toyota Fortuner,Toyota,Fortuner,2017,41133,Petrol,Manual,1227647
Honda Amaze,Honda,Amaze,2010,72941,Petrol,Manual,643630
Tata Harrier,Tata,Harrier,2017,193384,Diesel,Manual,586317
Maruti Baleno,Maruti,Baleno,2013,114131,CNG,Manual,1180352
Kia Seltos,Kia,Seltos,2015,147424,Diesel,Automatic,1314220
Kia Seltos,Kia,Seltos,2015,57675,CNG,Manual,1171712
Hyundai i10,Hyundai,i10,2005,182891,CNG,Automatic,478390
Renault Kwid,Renault,Kwid,2021,76296,CNG,Manual,193043
Volkswagen Vento,Volkswagen,Vento,2015,94938,CNG,Manual,161588
Toyota Glanza,Toyota,Glanza,2018,100332,Diesel,Automatic,136809
Volkswagen Vento,Volkswagen,Vento,2010,102523,CNG,Manual,747074
Toyota Innova,Toyota,Innova,2007,20410,Diesel,Automatic,593661
Toyota Fortuner,Toyota,Fortuner,2023,142467,Diesel,Manual,590524
Honda City,Honda,City,2016,164622,CNG,Automatic,1271159
Mahindra XUV300,Mahindra,XUV300,2010,52483,CNG,Automatic,50000
Renault Kwid,Renault,Kwid,2009,147594,Diesel,Manual,50000
Ford Endeavour,Ford,Endeavour,2006,13809,Petrol,Manual,563932
Maruti Alto,Maruti,Alto,2013,85220,Petrol,Manual,1292250
Tata Altroz,Tata,Altroz,2022,11411,Diesel,Manual,1059083
Maruti Swift,Maruti,Swift,2005,46328,Petrol,Manual,613033
Kia Seltos,Kia,Seltos,2019,153634,Petrol,Manual,1154218
Maruti Alto,Maruti,Alto,2017,134507,Diesel,Manual,52667
Ford EcoSport,Ford,EcoSport,2018,64971,CNG,Automatic,1169564
Renault Kwid,Renault,Kwid,2006,7617,CNG,Manual,452668
Kia Sonet,Kia,Sonet,2020,42217,CNG,Manual,1204012
Ford Endeavour,Ford,Endeavour,2016,155572,CNG,Manual,416777
Tata Harrier,Tata,Harrier,2023,77528,Diesel,Automatic,449695
Hyundai i10,Hyundai,i10,2011,145609,CNG,Manual,916937
Kia Seltos,Kia,Seltos,2007,199535,Petrol,Automatic,232812
Maruti WagonR,Maruti,WagonR,2021,6670,Petrol,Automatic,546617
Mahindra XUV500,Mahindra,XUV500,2016,58111,Petrol,Manual,168635
Volkswagen Polo,Volkswagen,Polo,2012,72868,CNG,Automatic,989717
Mahindra XUV500,Mahindra,XUV500,2013,136559,Diesel,Automatic,208208
Volkswagen Vento,Volkswagen,Vento,2021,20236,CNG,Manual,1140099
Kia Seltos,Kia,Seltos,2018,168036,Diesel,Automatic,901369
Tata Altroz,Tata,Altroz,2016,74846,CNG,Automatic,477915
Hyundai Creta,Hyundai,Creta,2012,72401,CNG,Automatic,463062
Toyota Fortuner,Toyota,Fortuner,2014,152773,Diesel,Automatic,102654
Toyota Fortuner,Toyota,Fortuner,2021,175239,Petrol,Manual,1043643
Renault Kwid,Renault,Kwid,2008,57817,CNG,Manual,869614
Toyota Fortuner,Toyota,Fortuner,2010,165868,CNG,Manual,1070336
Toyota Innova,Toyota,Innova,2023,56766,CNG,Manual,950195
Mahindra XUV500,Mahindra,XUV500,2022,144484,Diesel,Automatic,1350334
Renault Kwid,Renault,Kwid,2016,112894,Petrol,Manual,866800
Maruti WagonR,Maruti,WagonR,2017,180554,Petrol,Manual,996807
Hyundai Verna,Hyundai,Verna,2005,10752,Petrol,Manual,149324
Tata Altroz,Tata,Altroz,2020,128820,CNG,Manual,202536
Maruti Baleno,Maruti,Baleno,2023,10496,Petrol,Manual,829670
Volkswagen Polo,Volkswagen,Polo,2008,156174,Petrol,Manual,50000
Volkswagen Vento,Volkswagen,Vento,2007,174828,CNG,Manual,1000615
Volkswagen Polo,Volkswagen,Polo,2008,129507,Diesel,Manual,134231
Mahindra XUV500,Mahindra,XUV500,2018,32466,CNG,Automatic,1139802
Honda Amaze,Honda,Amaze,2006,132467,CNG,Manual,413478
Maruti WagonR,Maruti,WagonR,2022,142994,CNG,Automatic,1138237
Maruti Dzire,Maruti,Dzire,2022,50470,CNG,Automatic,157021
Kia Seltos,Kia,Seltos,2012,168436,CNG,Automatic,881340
Honda City,Honda,City,2018,136496,CNG,Manual,1084069
Ford EcoSport,Ford,EcoSport,2022,87061,CNG,Manual,1003445
Mahindra Scorpio,Mahindra,Scorpio,2007,196355,CNG,Manual,915389
Volkswagen Polo,Volkswagen,Polo,2023,183864,Diesel,Automatic,759455
Toyota Glanza,Toyota,Glanza,2009,27699,Petrol,Manual,1281762
Toyota Fortuner,Toyota,Fortuner,2019,159524,Diesel,Automatic,1284628
Ford EcoSport,Ford,EcoSport,2012,6660,Diesel,Manual,776630
Renault Kwid,Renault,Kwid,2009,49441,Petrol,Manual,307185
Mahindra XUV500,Mahindra,XUV500,2017,63801,CNG,Automatic,960423
Ford EcoSport,Ford,EcoSport,2023,127497,CNG,Manual,1032733
Ford Endeavour,Ford,Endeavour,2021,78807,Diesel,Automatic,190778
Toyota Glanza,Toyota,Glanza,2021,162552,CNG,Manual,1015045
Volkswagen Polo,Volkswagen,Polo,2013,131791,Petrol,Manual,412275
Renault Duster,Renault,Duster,2005,21999,CNG,Automatic,601056
Toyota Glanza,Toyota,Glanza,2009,12081,Diesel,Automatic,940770
Maruti Swift,Maruti,Swift,2020,102720,CNG,Automatic,1013180
Toyota Glanza,Toyota,Glanza,2019,106837,CNG,Manual,562632
Maruti Baleno,Maruti,Baleno,2023,5937,CNG,Manual,264834
Kia Sonet,Kia,Sonet,2019,59844,CNG,Automatic,1144311
Maruti Dzire,Maruti,Dzire,2013,113604,CNG,Automatic,1143665
Volkswagen Polo,Volkswagen,Polo,2018,18714,Diesel,Manual,493561
Kia Sonet,Kia,Sonet,2015,150524,Petrol,Manual,918135
Hyundai Creta,Hyundai,Creta,2020,165870,Diesel,Manual,1196513
Toyota Fortuner,Toyota,Fortuner,2011,156875,CNG,Automatic,252114
Maruti Swift,Maruti,Swift,2005,147529,Diesel,Automatic,50000
Renault Duster,Renault,Duster,2009,172839,CNG,Manual,268860
Honda Amaze,Honda,Amaze,2017,44274,Petrol,Automatic,240137
Kia Sonet,Kia,Sonet,2009,108027,Diesel,Automatic,245891
Mahindra XUV300,Mahindra,XUV300,2019,171273,CNG,Automatic,183821
Honda City,Honda,City,2011,36887,CNG,Manual,881190
Honda City,Honda,City,2015,159503,CNG,Automatic,50000
Ford Endeavour,Ford,Endeavour,2022,30390,Petrol,Manual,1328148
Maruti WagonR,Maruti,WagonR,2008,55182,CNG,Automatic,1149049
Tata Altroz,Tata,Altroz,2013,33536,Petrol,Manual,122244
Ford EcoSport,Ford,EcoSport,2009,117416,Diesel,Manual,1084842
Toyota Fortuner,Toyota,Fortuner,2011,172702,Diesel,Manual,715442
Tata Harrier,Tata,Harrier,2014,12747,CNG,Automatic,1206421
Volkswagen Polo,Volkswagen,Polo,2020,12651,CNG,Automatic,490188
Toyota Glanza,Toyota,Glanza,2015,126210,CNG,Automatic,92016
Kia Sonet,Kia,Sonet,2009,143641,CNG,Manual,50000
Volkswagen Vento,Volkswagen,Vento,2020,44249,Diesel,Manual,985929
Ford EcoSport,Ford,EcoSport,2012,92417,Petrol,Manual,368639
Maruti WagonR,Maruti,WagonR,2008,23729,Diesel,Automatic,93929
Ford EcoSport,Ford,EcoSport,2012,100236,Diesel,Manual,964543
Hyundai Verna,Hyundai,Verna,2020,132983,CNG,Automatic,1205450
Mahindra Scorpio,Mahindra,Scorpio,2016,66284,CNG,Automatic,1068359
Ford EcoSport,Ford,EcoSport,2013,72326,Diesel,Manual,84716
Mahindra Scorpio,Mahindra,Scorpio,2019,47384,Diesel,Automatic,1298523
Hyundai Verna,Hyundai,Verna,2022,64809,Petrol,Manual,297145
Toyota Innova,Toyota,Innova,2005,22772,Petrol,Manual,676354
Mahindra XUV500,Mahindra,XUV500,2006,142930,CNG,Automatic,986658
Mahindra XUV300,Mahindra,XUV300,2023,124208,Petrol,Automatic,1371776
Ford Endeavour,Ford,Endeavour,2022,36155,Diesel,Automatic,1375178
Kia Seltos,Kia,Seltos,2007,187490,Diesel,Automatic,131937
Honda Amaze,Honda,Amaze,2023,182531,Diesel,Manual,1097846
Renault Kwid,Renault,Kwid,2011,181242,CNG,Automatic,247074
Renault Kwid,Renault,Kwid,2013,186927,Petrol,Manual,61465
Honda City,Honda,City,2010,5166,CNG,Manual,432923
Hyundai i20,Hyundai,i20,2018,135716,Petrol,Automatic,1216501
Ford Endeavour,Ford,Endeavour,2009,160030,Diesel,Manual,948755
Toyota Innova,Toyota,Innova,2007,56549,Petrol,Manual,864188
Honda City,Honda,City,2013,164667,Diesel,Automatic,435811
Toyota Innova,Toyota,Innova,2019,69014,CNG,Manual,904729
Renault Duster,Renault,Duster,2017,53948,CNG,Manual,670177
Volkswagen Polo,Volkswagen,Polo,2011,68670,CNG,Automatic,267005
Hyundai i10,Hyundai,i10,2012,13099,Petrol,Manual,1066545
Mahindra XUV300,Mahindra,XUV300,2008,53348,Diesel,Manual,978035
Maruti WagonR,Maruti,WagonR,2008,154177,CNG,Automatic,477672
Mahindra XUV300,Mahindra,XUV300,2007,63626,Petrol,Automatic,621840
Volkswagen Polo,Volkswagen,Polo,2012,30891,Diesel,Manual,1116444
Ford EcoSport,Ford,EcoSport,2019,106519,Diesel,Manual,1255547
Kia Seltos,Kia,Seltos,2012,13529,CNG,Manual,755443
Volkswagen Polo,Volkswagen,Polo,2015,27460,Petrol,Manual,1173195
Volkswagen Polo,Volkswagen,Polo,2006,87550,Diesel,Automatic,87773
Tata Nexon,Tata,Nexon,2014,191395,Diesel,Manual,143415
Honda Amaze,Honda,Amaze,2018,127921,Petrol,Automatic,210155
Tata Altroz,Tata,Altroz,2013,118525,Diesel,Automatic,519980
Volkswagen Vento,Volkswagen,Vento,2018,57369,Petrol,Manual,267098
Tata Harrier,Tata,Harrier,2005,83626,Petrol,Automatic,190712
Volkswagen Vento,Volkswagen,Vento,2019,152784,Diesel,Manual,587568
Maruti Swift,Maruti,Swift,2014,36515,Diesel,Manual,1155285
Volkswagen Polo,Volkswagen,Polo,2018,158615,Diesel,Automatic,743376
Volkswagen Vento,Volkswagen,Vento,2006,119893,Petrol,Automatic,506070
Tata Nexon,Tata,Nexon,2022,9995,Diesel,Automatic,296129
Maruti Baleno,Maruti,Baleno,2009,139970,Diesel,Manual,653125
Tata Tiago,Tata,Tiago,2008,103320,CNG,Automatic,69692
Ford EcoSport,Ford,EcoSport,2018,7131,Diesel,Automatic,160884
Mahindra XUV300,Mahindra,XUV300,2022,78811,Petrol,Automatic,1179039
Toyota Innova,Toyota,Innova,2022,145907,Petrol,Manual,983482
Toyota Fortuner,Toyota,Fortuner,2020,189997,Diesel,Automatic,845115
Renault Duster,Renault,Duster,2007,120446,Petrol,Automatic,205342
Hyundai i20,Hyundai,i20,2014,40431,CNG,Automatic,285791
Ford Endeavour,Ford,Endeavour,2011,121628,Petrol,Manual,929258
Mahindra Scorpio,Mahindra,Scorpio,2023,189251,Petrol,Automatic,211948
Renault Duster,Renault,Duster,2022,39380,Petrol,Automatic,577387
Volkswagen Polo,Volkswagen,Polo,2015,119439,CNG,Manual,546446
Renault Kwid,Renault,Kwid,2015,120436,CNG,Manual,959803
Renault Duster,Renault,Duster,2009,43100,Petrol,Automatic,50000
Tata Tiago,Tata,Tiago,2015,150061,Petrol,Manual,1279293
Ford Endeavour,Ford,Endeavour,2013,189587,Petrol,Automatic,642237
Renault Duster,Renault,Duster,2014,47347,Petrol,Automatic,917833
Mahindra XUV300,Mahindra,XUV300,2020,115344,Petrol,Manual,728770
Maruti WagonR,Maruti,WagonR,2005,144674,CNG,Manual,881815
Honda Amaze,Honda,Amaze,2012,91998,Petrol,Automatic,1053897
Mahindra XUV500,Mahindra,XUV500,2020,180549,Diesel,Manual,1338586
Honda City,Honda,City,2011,91187,Diesel,Automatic,340231
Toyota Innova,Toyota,Innova,2021,166431,CNG,Manual,737710
Tata Tiago,Tata,Tiago,2010,151460,CNG,Manual,122840
Maruti Swift,Maruti,Swift,2014,67182,Diesel,Manual,665253
Renault Kwid,Renault,Kwid,2019,21303,CNG,Manual,241781
Volkswagen Vento,Volkswagen,Vento,2019,109959,Diesel,Automatic,828855
Tata Harrier,Tata,Harrier,2020,26869,CNG,Manual,862473
Honda City,Honda,City,2012,76385,CNG,Manual,341636
Hyundai Verna,Hyundai,Verna,2017,57990,Diesel,Automatic,947787
Toyota Glanza,Toyota,Glanza,2015,164714,Diesel,Automatic,1163587
Renault Kwid,Renault,Kwid,2008,67470,Diesel,Manual,1038582
Ford EcoSport,Ford,EcoSport,2012,184721,CNG,Automatic,1034271
Renault Kwid,Renault,Kwid,2019,180143,Diesel,Automatic,501908
Ford Endeavour,Ford,Endeavour,2013,157384,CNG,Automatic,125855
Hyundai i20,Hyundai,i20,2011,27487,Petrol,Manual,708967
Ford EcoSport,Ford,EcoSport,2022,113725,Petrol,Manual,740385
Tata Tiago,Tata,Tiago,2012,52049,Petrol,Manual,1322425
Hyundai Creta,Hyundai,Creta,2015,123887,Diesel,Automatic,324810
Renault Duster,Renault,Duster,2018,131124,Petrol,Manual,1199947
Maruti WagonR,Maruti,WagonR,2017,73751,CNG,Manual,425158
Hyundai i10,Hyundai,i10,2021,42625,CNG,Manual,496664
Toyota Innova,Toyota,Innova,2010,181208,Petrol,Manual,1190980
Hyundai Verna,Hyundai,Verna,2006,177262,CNG,Automatic,114973
Tata Nexon,Tata,Nexon,2010,20353,CNG,Automatic,1246255
Honda City,Honda,City,2018,55000,CNG,Manual,378728
Kia Sonet,Kia,Sonet,2023,64823,Diesel,Automatic,1272203
Ford Endeavour,Ford,Endeavour,2018,182159,CNG,Manual,895741
Ford Endeavour,Ford,Endeavour,2014,103077,Diesel,Automatic,340027
Honda Jazz,Honda,Jazz,2018,50678,Petrol,Automatic,815014
Mahindra XUV300,Mahindra,XUV300,2006,26117,CNG,Automatic,576330
Renault Duster,Renault,Duster,2015,14183,Petrol,Manual,1361875
Kia Sonet,Kia,Sonet,2011,193191,CNG,Manual,932045
Honda City,Honda,City,2006,160419,CNG,Manual,267879
Ford Endeavour,Ford,Endeavour,2014,49051,Diesel,Manual,971804
Hyundai Verna,Hyundai,Verna,2011,95678,CNG,Automatic,535264
Kia Seltos,Kia,Seltos,2007,180437,Petrol,Automatic,859266
Kia Seltos,Kia,Seltos,2019,11698,Diesel,Automatic,741182
Hyundai Verna,Hyundai,Verna,2009,84890,Diesel,Manual,750641
Honda Jazz,Honda,Jazz,2019,38099,Diesel,Automatic,1003164
Toyota Fortuner,Toyota,Fortuner,2010,155830,Diesel,Manual,481444
Tata Tiago,Tata,Tiago,2020,11545,Petrol,Automatic,902747
Renault Duster,Renault,Duster,2007,64350,Petrol,Automatic,1160980
Volkswagen Vento,Volkswagen,Vento,2011,91404,Diesel,Manual,879650
Maruti Dzire,Maruti,Dzire,2015,150878,Petrol,Automatic,311998
Renault Duster,Renault,Duster,2005,69975,Petrol,Automatic,299783
Mahindra Scorpio,Mahindra,Scorpio,2009,127266,CNG,Manual,485399
Renault Duster,Renault,Duster,2015,80437,Petrol,Automatic,1297297
Maruti WagonR,Maruti,WagonR,2010,111519,Diesel,Automatic,582807
Hyundai i20,Hyundai,i20,2013,173061,Petrol,Automatic,400202
Mahindra Scorpio,Mahindra,Scorpio,2011,198217,Diesel,Manual,650100
Tata Harrier,Tata,Harrier,2014,31192,Petrol,Manual,655779
Toyota Glanza,Toyota,Glanza,2018,7175,CNG,Automatic,672147
Kia Seltos,Kia,Seltos,2007,56759,Petrol,Automatic,489709
Honda Amaze,Honda,Amaze,2013,104791,Diesel,Automatic,1239671
Toyota Innova,Toyota,Innova,2018,60104,Diesel,Manual,738278
Ford Endeavour,Ford,Endeavour,2011,188147,Diesel,Manual,892719
Kia Sonet,Kia,Sonet,2016,108362,CNG,Automatic,114302
Hyundai i10,Hyundai,i10,2007,68418,CNG,Manual,1000708
Tata Nexon,Tata,Nexon,2007,53209,Diesel,Automatic,486049
Maruti WagonR,Maruti,WagonR,2018,8774,Petrol,Manual,718972
Hyundai i20,Hyundai,i20,2021,174646,CNG,Automatic,408307
Hyundai i20,Hyundai,i20,2023,91231,Diesel,Manual,950903
Mahindra Scorpio,Mahindra,Scorpio,2006,197696,Petrol,Automatic,1031367
Honda Amaze,Honda,Amaze,2019,51972,CNG,Automatic,1104438
Ford EcoSport,Ford,EcoSport,2015,82739,CNG,Manual,957399
Kia Seltos,Kia,Seltos,2021,191006,Diesel,Manual,1306571
Maruti WagonR,Maruti,WagonR,2007,7316,Petrol,Automatic,766424
Toyota Fortuner,Toyota,Fortuner,2007,35868,CNG,Automatic,1117198
Volkswagen Vento,Volkswagen,Vento,2006,134285,Diesel,Automatic,387255
Mahindra XUV500,Mahindra,XUV500,2020,58447,Petrol,Automatic,194727
Toyota Fortuner,Toyota,Fortuner,2021,116029,Petrol,Automatic,725742
Tata Altroz,Tata,Altroz,2018,199345,CNG,Automatic,927959
Hyundai i20,Hyundai,i20,2010,42792,Petrol,Automatic,740003
Tata Altroz,Tata,Altroz,2019,73944,Diesel,Manual,444808
Toyota Glanza,Toyota,Glanza,2019,173100,Diesel,Automatic,1297387
Hyundai Verna,Hyundai,Verna,2009,60986,Diesel,Automatic,774951
Volkswagen Vento,Volkswagen,Vento,2023,109872,Diesel,Manual,1251931
Tata Harrier,Tata,Harrier,2018,51509,Petrol,Automatic,1257793
Renault Kwid,Renault,Kwid,2007,101313,CNG,Manual,620111
Kia Seltos,Kia,Seltos,2022,95372,Petrol,Manual,249461
Tata Nexon,Tata,Nexon,2017,130994,Petrol,Automatic,350079
Hyundai Creta,Hyundai,Creta,2005,73918,Diesel,Manual,52225
Kia Seltos,Kia,Seltos,2021,177577,Petrol,Manual,551695
Maruti WagonR,Maruti,WagonR,2007,155821,CNG,Manual,176118
Maruti Alto,Maruti,Alto,2009,166577,Petrol,Manual,1258566
Renault Kwid,Renault,Kwid,2013,16709,Diesel,Automatic,327686
Toyota Innova,Toyota,Innova,2009,94601,Petrol,Automatic,115939
Hyundai i20,Hyundai,i20,2018,8045,Diesel,Automatic,290839
Kia Sonet,Kia,Sonet,2022,32910,Petrol,Manual,761360
Kia Seltos,Kia,Seltos,2022,121519,CNG,Manual,1311735
Hyundai i20,Hyundai,i20,2006,21138,Diesel,Manual,718109
Hyundai Creta,Hyundai,Creta,2006,164242,Diesel,Automatic,782008
Mahindra XUV500,Mahindra,XUV500,2022,57934,Petrol,Manual,1277644
Mahindra XUV500,Mahindra,XUV500,2006,16164,Petrol,Manual,503100
Volkswagen Polo,Volkswagen,Polo,2019,137179,Diesel,Automatic,971817
Kia Seltos,Kia,Seltos,2012,123823,Diesel,Manual,1005769
Ford EcoSport,Ford,EcoSport,2009,42136,Petrol,Automatic,1131499
Ford EcoSport,Ford,EcoSport,2008,77636,Diesel,Automatic,884273
Hyundai Verna,Hyundai,Verna,2007,22321,CNG,Automatic,897148
Mahindra XUV300,Mahindra,XUV300,2019,26693,Petrol,Manual,562489
Volkswagen Vento,Volkswagen,Vento,2017,36322,Diesel,Automatic,743185
Tata Tiago,Tata,Tiago,2022,76254,Petrol,Manual,790441
Toyota Innova,Toyota,Innova,2011,188572,Diesel,Manual,558735
Hyundai Creta,Hyundai,Creta,2016,109843,Petrol,Manual,416445
Mahindra XUV500,Mahindra,XUV500,2018,153335,CNG,Manual,961403
Renault Kwid,Renault,Kwid,2016,95273,Diesel,Manual,340104
Ford EcoSport,Ford,EcoSport,2021,111181,CNG,Manual,332833
Volkswagen Vento,Volkswagen,Vento,2019,12773,CNG,Automatic,1172601
Ford Endeavour,Ford,Endeavour,2013,93793,Petrol,Manual,434076
Ford Endeavour,Ford,Endeavour,2012,161689,CNG,Automatic,883698
Renault Kwid,Renault,Kwid,2023,179119,CNG,Manual,1173449
Honda Amaze,Honda,Amaze,2011,70165,CNG,Automatic,688928
Renault Duster,Renault,Duster,2015,194723,Petrol,Manual,333814
Renault Kwid,Renault,Kwid,2008,69046,CNG,Manual,389379
Toyota Glanza,Toyota,Glanza,2022,182119,CNG,Manual,521124
Mahindra XUV300,Mahindra,XUV300,2012,25317,Petrol,Manual,973007
Ford EcoSport,Ford,EcoSport,2021,152731,CNG,Manual,1014441
Honda City,Honda,City,2006,129609,Diesel,Automatic,1072512
Honda Amaze,Honda,Amaze,2013,53748,Petrol,Manual,1203917
Kia Sonet,Kia,Sonet,2021,162175,CNG,Automatic,946037
Volkswagen Polo,Volkswagen,Polo,2020,34128,Diesel,Automatic,1018091
Maruti Dzire,Maruti,Dzire,2012,131873,Petrol,Manual,955476
Tata Harrier,Tata,Harrier,2013,137101,CNG,Manual,923943
Toyota Fortuner,Toyota,Fortuner,2015,86055,Diesel,Manual,64976
Renault Kwid,Renault,Kwid,2023,36560,Petrol,Manual,1009712
Maruti Baleno,Maruti,Baleno,2007,135671,Diesel,Manual,737294
Honda Jazz,Honda,Jazz,2010,17947,Petrol,Automatic,1151443
Maruti Alto,Maruti,Alto,2023,71524,Diesel,Manual,509949
Tata Altroz,Tata,Altroz,2005,65749,CNG,Automatic,439074
Mahindra Scorpio,Mahindra,Scorpio,2011,130315,Diesel,Manual,657683
Honda City,Honda,City,2020,73329,CNG,Manual,676365
Hyundai Verna,Hyundai,Verna,2017,19374,CNG,Automatic,1179220
Toyota Glanza,Toyota,Glanza,2015,121900,CNG,Manual,807541
Toyota Innova,Toyota,Innova,2019,54923,CNG,Manual,569651
Volkswagen Vento,Volkswagen,Vento,2021,46030,Petrol,Automatic,1246108
Tata Harrier,Tata,Harrier,2006,54465,Diesel,Manual,990833
Tata Nexon,Tata,Nexon,2014,56587,Diesel,Automatic,549741
Mahindra XUV500,Mahindra,XUV500,2013,119967,Diesel,Automatic,1262682
Tata Nexon,Tata,Nexon,2010,53636,Petrol,Manual,55808
Tata Nexon,Tata,Nexon,2017,68405,Petrol,Automatic,340020
Ford Endeavour,Ford,Endeavour,2010,19563,Diesel,Automatic,1150633
Ford EcoSport,Ford,EcoSport,2020,97146,Petrol,Manual,376211
Tata Harrier,Tata,Harrier,2015,27288,CNG,Manual,1069533
Hyundai Verna,Hyundai,Verna,2012,196564,Diesel,Automatic,500316
Hyundai Creta,Hyundai,Creta,2010,101283,Diesel,Automatic,406558
Ford Endeavour,Ford,Endeavour,2011,142191,CNG,Manual,79590
Honda Jazz,Honda,Jazz,2021,10547,Diesel,Automatic,1104609
Kia Seltos,Kia,Seltos,2013,33876,Petrol,Manual,103238
Ford Endeavour,Ford,Endeavour,2013,72300,Diesel,Automatic,923505
Honda Jazz,Honda,Jazz,2009,60694,Diesel,Automatic,858904
Honda Jazz,Honda,Jazz,2005,186324,Diesel,Automatic,414380
Mahindra Scorpio,Mahindra,Scorpio,2020,48639,CNG,Automatic,1315974
